ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-63,2,2016-02-10 10:21:52,2016-02-10 16:21:52,41.851914,-80.175232,41.858230999999996,-80.17644399999998,0.441,At US-6/Exit 166 - Accident.,,I-79 N,R,Edinboro,Erie,PA,16412,US,US/Eastern,KERI,2016-02-10 10:16:00,24.1,12.5,77.0,29.72,0.8,West,12.7,0.04,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-64,2,2016-02-10 10:47:49,2016-02-10 16:47:49,39.93849,-82.84849,39.899229999999996,-82.90135,3.8989999999999996,Between I-70/US-40/Main St/Exit 43 and US-33/Exit 46 - Accident.,,Outerbelt S,R,Columbus,Franklin,OH,43232,US,US/Eastern,KCMH,2016-02-10 10:51:00,17.1,3.0,77.0,29.96,1.5,West,13.8,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-65,2,2016-02-10 11:09:08,2016-02-10 17:09:08,38.969429999999996,-80.1096,39.002629999999996,-80.22646999999998,6.683,At Talbott Rd - Accident.,,US-33 E,R,Buckhannon,Upshur,WV,26201,US,US/Eastern,KW22,2016-02-10 11:15:00,15.8,,79.0,29.87,6.0,Calm,,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-66,2,2016-02-10 11:55:16,2016-02-10 17:55:16,41.66805,-83.57063000000002,41.66553,-83.56532,0.325,At US-24/Detroit Ave/Exit 203 - Accident.,,I-75 S,R,Toledo,Lucas,OH,43606,US,US/Eastern,KDUH,2016-02-10 11:55:00,21.9,12.5,68.0,29.87,10.0,NW,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-67,2,2016-02-10 12:54:39,2016-02-10 18:54:39,41.48339,-81.66297,41.47692,-81.66075,0.462,At I-490/Exit 161 - Accident.,3937.0, Iron Ct,L,Cleveland,Cuyahoga,OH,44115,US,US/Eastern,KBKL,2016-02-10 12:53:00,24.1,7.1,75.0,29.82,2.0,West,28.8,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-68,3,2016-02-10 13:34:10,2016-02-10 19:34:10,41.50127,-81.4804,41.50311,-81.47745,0.19899999999999998,At Brainard Rd/Cedar Rd/Exit 32 - Accident.,,I-271 N,R,Cleveland,Cuyahoga,OH,44124,US,US/Eastern,KCGF,2016-02-10 13:45:00,24.8,11.9,80.0,29.8,1.5,West,16.1,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-69,4,2016-02-10 13:59:39,2016-02-10 19:59:39,39.789093,-82.989106,39.72395,-82.9867,4.503,Closed between OH-762/Duvall Rd and OH-752 - Road closed due to accident.,9935.0, US Highway 23,R,Lockbourne,Franklin,OH,43137-9656,US,US/Eastern,KLCK,2016-02-10 13:55:00,18.0,2.6,81.0,29.95,1.5,West,17.3,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-70,4,2016-02-10 14:57:58,2016-02-10 20:57:58,41.67073,-81.24561,41.710390000000004,-81.17253000000002,4.6610000000000005,Closed between OH-44/Exit 200 and Vrooman Rd/Exit 205 - Road closed due to accident.,,I-90 E,R,Painesville,Lake,OH,44077,US,US/Eastern,KCGF,2016-02-10 14:45:00,19.4,5.0,86.0,29.82,3.0,WNW,16.1,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-71,4,2016-02-10 14:59:15,2016-02-10 20:59:15,41.708459999999995,-81.17636,41.66819,-81.25265,4.82,Closed between Vrooman Rd/Exit 205 and OH-44/Exit 200 - Road closed due to accident.,,I-90 W,R,Painesville,Lake,OH,44077,US,US/Eastern,KCGF,2016-02-10 14:45:00,19.4,5.0,86.0,29.82,3.0,WNW,16.1,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-72,2,2016-02-10 15:31:15,2016-02-10 21:31:15,41.44246,-81.78485,41.4453,-81.77379,0.606,At 130th St/Bellaire Rd/Exit 242 - Accident. in the right lane.,,I-71 N,R,Cleveland,Cuyahoga,OH,44135,US,US/Eastern,KCLE,2016-02-10 15:35:00,21.9,11.0,63.0,29.86,5.0,West,10.4,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-73,2,2016-02-10 15:31:15,2016-02-10 21:31:15,39.77128,-84.1923,39.76697,-84.19893,0.461,At OH-48/Grand Ave/Exit 54 - Accident. in the right lane.,,I-75 S,R,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,2016-02-10 15:56:00,16.0,-0.4,65.0,30.03,10.0,West,18.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-74,2,2016-02-10 15:31:15,2016-02-10 21:31:15,41.50499,-81.47417,41.49859,-81.48380999999998,0.667,At Brainard Rd/Cedar Rd/Exit 32 - Accident. in the right lane.,,Outerbelt East Fwy S,R,Cleveland,Cuyahoga,OH,44124,US,US/Eastern,KCGF,2016-02-10 15:45:00,21.2,7.3,74.0,29.83,7.0,NNW,16.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-75,4,2016-02-10 16:06:41,2016-02-10 22:06:41,40.109653,-80.2029,40.020034,-80.175188,6.3629999999999995,Closed between US-19/Exit 30 and Ten Mile Rd/Exit 23 - Road closed due to accident.,,I-79 S,R,Washington,Washington,PA,15301,US,US/Eastern,KAFJ,2016-02-10 16:15:00,19.4,6.6,74.0,29.84,3.0,SW,12.7,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-76,2,2016-02-10 17:01:25,2016-02-10 23:01:25,38.38852,-81.7687,38.39031,-81.76928000000002,0.128,At WV-25/Exit 50 - Accident.,,I-64 W,R,Dunbar,Kanawha,WV,25064,US,US/Eastern,KCRW,2016-02-10 16:54:00,21.0,7.6,57.0,30.02,9.0,West,15.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-77,2,2016-02-10 17:30:32,2016-02-10 23:30:32,41.03572,-81.57809,41.04078,-81.61203,1.8030000000000002,Between OH-619/Wooster Rd/Exit 17 and Barber Rd/Exit 16 - Accident. in the left lane.,,N Wooster Rd,R,Akron,Summit,OH,44314,US,US/Eastern,KAKR,2016-02-10 17:36:00,19.9,11.1,81.0,29.86,3.0,West,6.9,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-78,2,2016-02-10 21:05:16,2016-02-11 03:05:16,41.47487,-81.72095,41.47442,-81.71181999999997,0.474,At 41st St/Exit 169 - Accident. in the right lane.,,I-90 E,R,Cleveland,Cuyahoga,OH,44102,US,US/Eastern,KBKL,2016-02-10 21:05:00,21.9,4.8,68.0,29.92,1.8,West,26.5,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-79,4,2016-02-11 05:25:17,2016-02-11 11:25:17,41.62845,-84.80559000000002,41.62873,-84.80369,0.1,Closed at Ohio/Indiana State Line - Road closed due to accident.,,I-90 E,R,Angola,Steuben,IN,46703,US,US/Eastern,KANQ,2016-02-11 05:35:00,12.2,6.1,92.0,30.09,9.0,West,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-80,4,2016-02-11 05:25:17,2016-02-11 11:25:17,41.62894,-84.80373,41.628659999999996,-84.80561999999998,0.1,Closed at I-69/US-27/Exit 144 - Road closed due to accident.,,I-80 W,R,Edon,Williams,OH,43518,US,US/Eastern,KANQ,2016-02-11 05:35:00,12.2,6.1,92.0,30.09,9.0,West,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-81,3,2016-02-11 05:35:40,2016-02-11 11:35:40,41.16102,-81.78573,41.156659999999995,-81.78645999999998,0.304,At I-271/Exit 220 - Accident.,,I-71 S,R,Medina,Medina,OH,44256,US,US/Eastern,KCLE,2016-02-11 05:51:00,14.0,0.5,56.0,30.14,9.0,NW,11.5,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-82,4,2016-02-11 06:25:19,2016-02-11 12:25:19,41.628232000000004,-84.808858,41.735609000000004,-84.982632,11.638,Closed between Indiana/Ohio State Line and I-69/US-27/Exit 144 - Road closed due to accident.,,I-80 W,R,Angola,Steuben,IN,46703,US,US/Eastern,KANQ,2016-02-11 06:35:00,12.2,4.3,92.0,30.12,10.0,WNW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-83,4,2016-02-11 06:25:19,2016-02-11 12:25:19,41.62986,-84.76619000000002,41.628659999999996,-84.80561999999998,2.0380000000000003,Closed between OH-49/Exit 2 and Indiana/Ohio State Line - Road closed due to accident.,,I-80 W,R,Edon,Williams,OH,43518,US,US/Eastern,KANQ,2016-02-11 06:35:00,12.2,4.3,92.0,30.12,10.0,WNW,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-84,2,2016-02-11 06:26:40,2016-02-11 12:26:40,39.74729,-84.21426,39.74876,-84.20146,0.688,At I-75 - Accident.,534.0, S Broadway St,L,Dayton,Montgomery,OH,45417-3466,US,US/Eastern,KDAY,2016-02-11 05:56:00,7.0,-5.7,87.0,30.22,10.0,West,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-85,2,2016-02-11 06:35:24,2016-02-11 12:35:24,41.42099,-81.69051999999998,41.411,-81.66885,1.318,At OH-176/OH-17/Exit 17 - Accident.,,I-480 E,R,Cleveland,Cuyahoga,OH,44109,US,US/Eastern,KBKL,2016-02-11 06:53:00,17.1,-0.3,59.0,30.12,10.0,NW,21.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-86,3,2016-02-11 06:53:49,2016-02-11 12:53:49,41.42318,-81.84674,41.42192,-81.8429,0.217,At Grayton Rd/Exit 9 - Accident.,,I-480 E,R,Cleveland,Cuyahoga,OH,44135,US,US/Eastern,KCLE,2016-02-11 06:51:00,14.0,-2.0,56.0,30.16,9.0,NW,16.1,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-87,3,2016-02-11 06:53:49,2016-02-11 12:53:49,38.79691,-84.48273,38.80878,-84.49638,1.101,Between Crittenden and Visalia - Accident.,15983.0, Madison Pike,R,De Mossville,Pendleton,KY,41033-9698,US,US/Eastern,KCVG,2016-02-11 06:52:00,12.0,4.1,77.0,30.24,10.0,West,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-88,3,2016-02-11 06:53:49,2016-02-11 12:53:49,38.80878,-84.49638,38.79691,-84.48273,1.101,Between Visalia and Crittenden - Accident.,,Madison Pike,R,De Mossville,Kenton,KY,41033,US,US/Eastern,KCVG,2016-02-11 06:52:00,12.0,4.1,77.0,30.24,10.0,West,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-89,3,2016-02-11 07:22:41,2016-02-11 13:22:41,38.30155,-85.85499,38.30011,-85.84846,0.368,At I-265/Exit 121 - Accident.,,US-150 E,R,New Albany,Floyd,IN,47150,US,US/Eastern,KLOU,2016-02-11 06:53:00,21.0,12.4,60.0,30.27,10.0,North,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-90,2,2016-02-11 07:20:03,2016-02-11 13:20:03,38.33667,-81.65623000000002,38.33614,-81.65623000000002,0.037000000000000005,Between Smith Rd and Tennis Club Rd - Accident.,207.0, Oakwood Rd,L,Charleston,Kanawha,WV,25314-2347,US,US/Eastern,KCRW,2016-02-11 06:54:00,16.0,5.3,59.0,30.22,10.0,West,8.1,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-91,2,2016-02-11 07:20:03,2016-02-11 13:20:03,38.33614,-81.65623000000002,38.33667,-81.65623000000002,0.037000000000000005,Between Tennis Club Rd and Smith Rd - Accident.,201.0, Oakwood Rd,L,Charleston,Kanawha,WV,25314-2335,US,US/Eastern,KCRW,2016-02-11 06:54:00,16.0,5.3,59.0,30.22,10.0,West,8.1,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-92,2,2016-02-11 07:29:07,2016-02-11 13:29:07,41.0961,-81.58593,41.101859999999995,-81.59000999999998,0.451,At White Pond Dr/Mull Ave/Exit 132 - Accident.,,I-77 N,R,Akron,Summit,OH,44320,US,US/Eastern,KAKR,2016-02-11 07:28:00,12.0,0.5,80.0,30.08,2.0,West,8.1,0.0,Light Snow,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-93,3,2016-02-11 07:45:24,2016-02-11 13:45:24,41.12155,-85.18715999999998,41.119121,-85.189639,0.212,At US-30/US-33/IN-930/Exit 109 - Accident.,,US-30 E,R,Fort Wayne,Allen,IN,46808,US,US/Eastern,KFWA,2016-02-11 07:54:00,15.1,4.2,70.0,30.25,10.0,West,8.1,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-94,3,2016-02-11 07:45:23,2016-02-11 13:45:23,38.829993,-80.667067,38.806587,-80.66277600000002,1.6340000000000001,At US-19/Exit 67 - Accident.,,I-79 S,R,Burnsville,Braxton,WV,26335,US,US/Eastern,K48I,2016-02-11 07:53:00,12.0,-3.0,73.0,28.83,10.0,W,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-95,2,2016-02-11 07:47:57,2016-02-11 13:47:57,40.05642,-83.03097,40.054559999999995,-83.03166,0.134,At Henderson Rd - Accident.,,Olentangy Fwy S,R,Columbus,Franklin,OH,43214,US,US/Eastern,KOSU,2016-02-11 07:53:00,9.0,-3.2,84.0,30.24,10.0,West,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-96,2,2016-02-11 07:47:57,2016-02-11 13:47:57,41.37717,-81.5139,41.36828,-81.51647,0.629,At Broadway Ave/Forbes Rd/Exit 23 - Accident.,,I-480 E,R,Bedford,Cuyahoga,OH,44146,US,US/Eastern,KBKL,2016-02-11 07:53:00,18.0,-0.5,57.0,30.14,10.0,WNW,26.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-97,2,2016-02-11 07:58:15,2016-02-11 13:58:15,39.173970000000004,-84.49031,39.1765,-84.48756999999998,0.228,At OH-562/Exit 7 - Accident.,,I-75 N,R,Cincinnati,Hamilton,OH,45237,US,US/Eastern,KLUK,2016-02-11 07:53:00,15.1,9.4,68.0,30.31,10.0,WNW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-98,2,2016-02-11 08:28:42,2016-02-11 14:28:42,39.75513,-84.16614,39.75424,-84.15598,0.5429999999999999,At Steve Whalen Blvd - Accident.,,US-35 E,R,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,2016-02-11 08:58:00,9.1,-0.7,83.0,30.3,10.0,South,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-99,2,2016-02-11 08:40:21,2016-02-11 14:40:21,39.173970000000004,-84.49031,39.1765,-84.48756999999998,0.228,At OH-562/Exit 7 - Accident.,,I-75 N,R,Cincinnati,Hamilton,OH,45237,US,US/Eastern,KLUK,2016-02-11 08:53:00,17.1,10.0,62.0,30.33,10.0,WNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-100,2,2016-02-11 08:42:57,2016-02-11 14:42:57,41.12624,-81.65299,41.119209999999995,-81.63658000000002,0.983,Between OH-21/Exit 136 and Cleveland Massillon Rd/Exit 135 - Accident.,,I-77 S,R,Akron,Summit,OH,44321,US,US/Eastern,KAKR,2016-02-11 08:54:00,12.0,-4.0,77.0,30.17,9.0,West,15.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-101,2,2016-02-11 08:47:51,2016-02-11 14:47:51,38.33667,-81.65623000000002,38.33667,-81.65623000000002,0.0,At Smith Rd - Accident.,207.0, Oakwood Rd,L,Charleston,Kanawha,WV,25314-2347,US,US/Eastern,KCRW,2016-02-11 08:54:00,17.1,8.7,56.0,30.28,10.0,West,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-102,2,2016-02-11 08:50:25,2016-02-11 14:50:25,41.10389,-81.5,41.10123,-81.50007,0.184,At OH-261/E Tallmadge Ave - Accident.,,OH-59 S,R,Akron,Summit,OH,44310,US,US/Eastern,KAKR,2016-02-11 08:54:00,12.0,-4.0,77.0,30.17,9.0,West,15.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-103,2,2016-02-11 09:06:59,2016-02-11 15:06:59,39.16417,-84.45275,39.16359,-84.44951999999998,0.17800000000000002,At US-22/OH-3/OH-561 - Accident.,,Norwood Lateral Expy E,R,Cincinnati,Hamilton,OH,45212,US,US/Eastern,KLUK,2016-02-11 08:53:00,17.1,10.0,62.0,30.33,10.0,WNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-104,2,2016-02-11 09:37:48,2016-02-11 15:37:48,40.11184,-83.00883,40.1123,-83.03781,1.5319999999999998,Between US-23/Exit 23 and OH-315/Olentangy Riv Rd/Exit 22 - Accident.,,Outerbelt W,R,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,2016-02-11 09:53:00,15.1,7.7,77.0,30.28,10.0,West,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-105,2,2016-02-11 09:41:40,2016-02-11 15:41:40,38.31922,-85.75301999999998,38.32946,-85.75373,0.7090000000000001,At US-31/IN-131/Exit 4 - Accident.,,I-65 N,R,Clarksville,Clark,IN,47129,US,US/Eastern,KLOU,2016-02-11 09:53:00,23.0,,55.0,30.34,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-106,3,2016-02-11 10:33:42,2016-02-11 16:33:42,39.09881,-84.50801,39.10414,-84.50438,0.41700000000000004,At US-50/Exit 1 - Accident.,,I-71 N,R,Cincinnati,Hamilton,OH,45202,US,US/Eastern,KLUK,2016-02-11 10:53:00,19.0,13.9,62.0,30.35,10.0,SSE,3.5,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,True,False,False,Day,Day,Day,Day
A-107,3,2016-02-11 10:33:42,2016-02-11 16:33:42,41.473859000000004,-81.708409,41.47391,-81.703564,0.251,Between 41st St/Exit 169 and I-71/I-90/OH-176/Exit 170 - Accident.,,I-90 E,R,Cleveland,Cuyahoga,OH,44113,US,US/Eastern,KBKL,2016-02-11 10:53:00,19.0,2.0,62.0,30.2,9.0,WNW,23.0,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-108,2,2016-02-11 11:42:07,2016-02-11 17:42:07,41.039988,-81.565332,41.039994,-81.565332,0.0,At Exit 18 - Accident.,,I-76 W,R,Akron,Summit,OH,44314,US,US/Eastern,KAKR,2016-02-11 11:54:00,16.0,1.7,74.0,30.22,2.0,West,13.8,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-109,3,2016-02-11 12:02:32,2016-02-11 18:02:32,41.73565,-84.99082,41.73569000000001,-84.99399,0.163,At I-69/US-27/Exit 144 - Accident.,,I-80 W,R,Fremont,Steuben,IN,46737,US,US/Eastern,KANQ,2016-02-11 11:55:00,17.6,9.3,63.0,30.23,10.0,NW,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-110,2,2016-02-11 11:58:42,2016-02-11 17:58:42,39.26566,-84.43965,39.27422,-84.44023,0.5920000000000001,At Sharon Rd/Exit 15 - Accident.,,I-75 N,R,Cincinnati,Hamilton,OH,45241,US,US/Eastern,KHAO,2016-02-11 11:53:00,21.0,13.4,48.0,30.35,10.0,West,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-111,2,2016-02-11 12:12:31,2016-02-11 18:12:31,41.469809999999995,-81.81104,41.4716,-81.81916,0.43799999999999994,At McKinley Ave/Exit 164 - Accident.,,Northwest Fwy W,R,Lakewood,Cuyahoga,OH,44107,US,US/Eastern,KCLE,2016-02-11 11:51:00,16.0,2.3,71.0,30.26,2.0,WNW,12.7,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-112,2,2016-02-11 13:25:43,2016-02-11 19:25:43,41.25666,-81.63157,41.25666,-81.63157,0.0,At OH-21/Brecksville Rd/Exit 145 - Accident.,,OH-21 N,R,Richfield,Summit,OH,44286,US,US/Eastern,KCLE,2016-02-11 13:31:00,17.1,5.0,71.0,30.22,2.0,West,10.4,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-113,2,2016-02-11 13:30:58,2016-02-11 19:30:58,40.58919,-80.09885,40.58919,-80.09885,0.0,At I-279/Exit 72 - Accident.,2400.0, Rochester Rd,L,Sewickley,Allegheny,PA,15143-8606,US,US/Eastern,KPIT,2016-02-11 13:51:00,16.0,-1.7,54.0,30.21,10.0,West,21.9,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-114,2,2016-02-11 13:56:40,2016-02-11 19:56:40,41.063559999999995,-81.49078,41.06203,-81.504711,0.733,Between Arlington St and I-77/OH-8/Exit 23 - Accident.,332.0, S Arlington St,R,Akron,Summit,OH,44306-1332,US,US/Eastern,KAKR,2016-02-11 13:54:00,19.0,3.2,52.0,30.21,10.0,WNW,19.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-115,2,2016-02-11 13:56:40,2016-02-11 19:56:40,41.06218,-81.50595,41.06247000000001,-81.51023,0.22399999999999998,At I-77/OH-8/Exit 23 - Accident.,,I-76 W,R,Akron,Summit,OH,44311,US,US/Eastern,KAKR,2016-02-11 13:54:00,19.0,3.2,52.0,30.21,10.0,WNW,19.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-116,2,2016-02-11 14:53:15,2016-02-11 20:53:15,39.17736,-84.4873,39.1737,-84.49091999999997,0.319,At OH-562/Exit 7 - Accident.,,I-75 S,R,Cincinnati,Hamilton,OH,45237,US,US/Eastern,KLUK,2016-02-11 14:53:00,25.0,18.1,46.0,30.32,10.0,WNW,5.8,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-117,2,2016-02-11 15:08:42,2016-02-11 21:08:42,38.33956,-81.60991999999997,38.34442,-81.61366,0.392,At US-114/Greenbrier St/Exit 99 - Accident.,,I-77 N,R,Charleston,Kanawha,WV,25311,US,US/Eastern,KCRW,2016-02-11 14:54:00,23.0,15.8,42.0,30.26,10.0,West,5.8,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-118,2,2016-02-11 15:34:43,2016-02-11 21:34:43,41.47889,-81.6934,41.4743,-81.69724000000002,0.374,At I-71/I-90/OH-176/Exit 170 - Accident. in the right lane.,,I-71 S,R,Cleveland,Cuyahoga,OH,44113,US,US/Eastern,KBKL,2016-02-11 15:53:00,19.9,3.2,60.0,30.26,9.0,NW,23.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-119,2,2016-02-11 16:56:28,2016-02-11 22:56:28,40.58919,-80.09885,40.58919,-80.09885,0.0,At I-279/Exit 72 - Accident.,2400.0, Rochester Rd,L,Sewickley,Allegheny,PA,15143-8606,US,US/Eastern,KPIT,2016-02-11 16:51:00,17.1,1.5,50.0,30.27,10.0,West,17.3,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-120,2,2016-02-11 17:02:59,2016-02-11 23:02:59,41.41119000000001,-81.64414000000002,41.41367,-81.64345,0.175,Ramp to Exit 155 - Accident.,,I-77 N,R,Independence,Cuyahoga,OH,44131,US,US/Eastern,KBKL,2016-02-11 16:53:00,19.9,6.2,60.0,30.27,9.0,WNW,15.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
